,logFC,AveExpr,t,P.Value,adj.P.Val,B
VPS26A,0.600427840910748,4.821399619144304,14.561828895063252,4.366474761891037e-40,3.509723284500476e-39,79.55258983209782
PSMA7,0.902105844895809,6.817080688084939,14.560667611717797,4.418335814898633e-40,3.5500500046027535e-39,79.5958505769499
HOXD8,2.852531538719818,-1.7652377041822536,14.556764449344145,4.597189409404456e-40,3.689521175610309e-39,80.15164023948736
HLA-DPB1,2.0363615183502484,5.267076758480984,14.55349454009207,4.752572041007676e-40,3.812768165671667e-39,79.4650106442925
FANCD2,1.7319554669946602,1.8335932879937162,14.547283321336472,5.062291986816154e-40,4.059691431809839e-39,79.77281354656034
RP11-328N19.1,3.795893449296315,-3.695704924890491,14.539678791861567,5.469028023029725e-40,4.380854140644291e-39,80.0542873590245
POLA2,1.1001043081815935,3.1198212402143066,14.527452722823782,6.1923633545865884e-40,4.950826324186605e-39,79.37525166539032
APOLD1,1.888769834207893,3.5638330543885526,14.525448901345246,6.319699580969405e-40,5.050709676525891e-39,79.28777982645987
ATP1B1,1.4882741717172543,7.429260223689606,14.523888572461258,6.4206591143769375e-40,5.1294447843004495e-39,79.26050389048392
SKP1,0.7419803539755634,7.105581043465457,14.51950713561548,6.712838717088363e-40,5.356753479293574e-39,79.19583914043196
AIP,0.8482634342846307,5.045339757798333,14.518291820358616,6.7962069568562554e-40,5.415050634099087e-39,79.1083170071687
TUBB,1.1195476696962974,8.615659381133867,14.514646458246844,7.05251692231799e-40,5.6128841576144275e-39,79.24878109793708
CDC25A,2.179410031591592,0.7256543643418594,14.51446362165017,7.065623315518223e-40,5.621185094538987e-39,79.56628340748178
LYZ,3.5190570712560234,5.844351135859968,14.514099509064492,7.0917966388390385e-40,5.639871442844995e-39,79.07843971161543
ZWILCH,1.0172508693555773,2.4492250123384225,14.500307584011432,8.157731681257592e-40,6.472868851584934e-39,79.20795514244934
AC012065.1,1.8001738707265151,-2.376822812957106,14.498790919128558,8.284294640275736e-40,6.570809680125048e-39,79.59418365599319
GLO1,1.00287845372792,6.321664674482339,14.496987270136657,8.437357630399672e-40,6.689687516469775e-39,78.92502350118703
SNN,1.0117322800795292,3.5049030248782826,14.496645995813118,8.46663494457502e-40,6.710367310977704e-39,79.00462155564541
ZNHIT3,0.6782753116375826,4.0329698029384335,14.494891844131022,8.618727005582907e-40,6.825758797068544e-39,78.92208736488138
WDR46,0.9155516808738691,5.065217497668954,14.493323025666001,8.757056714126892e-40,6.93269740545824e-39,78.85551575359757
HOXD9,3.7243649045689122,-1.7307474948070842,14.491748979249829,8.898072792891915e-40,7.041681343975467e-39,79.49345824778744
MSX1,1.8882732030024123,-0.1827828543425782,14.48981916862427,9.074055316732513e-40,7.17824421157563e-39,79.389912564565
TIMM10,1.0686236899680561,4.432850211319457,14.48776764120658,9.264945487934942e-40,7.326492849514216e-39,78.81858357206278
PODXL,1.6547552944765411,4.338179832115945,14.48676895065195,9.359315701067365e-40,7.398332994712755e-39,78.81442037458528
SUCO,1.0665639934215982,4.557090187943019,14.483059041226149,9.71835235390974e-40,7.679253366785788e-39,78.76439154401046
CH507-513H4.5,2.8576739103062003,0.05893143033754834,14.482567619164248,9.76693013398186e-40,7.714736126514518e-39,79.29961235889586
CLN6,0.8973089993045864,4.989596233733949,14.478586800433714,1.016947244070195e-39,8.029677807220415e-39,78.70703678553517
UBXN1,0.8277311323825876,5.772712586342789,14.459255116977438,1.237233044910187e-39,9.739732249718387e-39,78.52136476205803
HNRNPKP1,1.690802853035421,-3.0245297753007474,14.458953673086988,1.2410205607545735e-39,9.76223027622783e-39,79.21867414440155
PSMD2,0.822208655535186,6.7771256708014365,14.452458932954253,1.3254922949604945e-39,1.0415007359167702e-38,78.49859496788329
DTYMK,1.123288024438065,3.942952601791261,14.448870901653224,1.3745932944483152e-39,1.0796777473185477e-38,78.46613241139741
TUBG1,1.0971139911731775,4.726980751693221,14.448568782020695,1.3788095817224714e-39,1.0825845848567128e-38,78.40901427970287
TMEM223,0.8668424542690776,3.887737435093285,14.444891419648403,1.4311755113903973e-39,1.1232802416193018e-38,78.43202863054944
APOBEC3B,3.54363410575016,0.36294426549419295,14.439893458274735,1.5055407805325003e-39,1.1812055664372095e-38,78.84526459644759
IPO11,0.6683804706736338,3.3988674253873894,14.439081698800821,1.5179776705131162e-39,1.190518484458065e-38,78.43836334991651
RPL29,1.0667784582858326,8.717533318296411,14.43459867938455,1.5885300617303258e-39,1.2453862219679744e-38,78.44678758195793
UBE2E1,0.67003135631413,4.656845395321798,14.431604619005595,1.6374617529172415e-39,1.2823120505787032e-38,78.24012037655629
SOGA1,1.4633173500003278,3.236985371130413,14.42785481782749,1.7008700111371193e-39,1.3314712204216518e-38,78.34982547465894
DYNC1H1,0.75535462276759,6.972140839453745,14.426937668318002,1.716747929624438e-39,1.3434000285358448e-38,78.25199905037792
ACVRL1,1.3138019010020938,2.9731178370597253,14.420547718555516,1.8315517726815804e-39,1.4305720298115e-38,78.31828790191055
CYSLTR1,1.7975375145950865,-0.9105198069954685,14.419626907395356,1.8487148125527957e-39,1.4434407884032108e-38,78.72575423793157
TWF2,1.2997010018923207,5.058183331792174,14.417101509403027,1.8966134725333945e-39,1.4791894824960594e-38,78.08525440357414
COX7C,0.9934262142505306,7.4981642704390365,14.405401909656444,2.1351777022637253e-39,1.6603160785133292e-38,78.06743575435603
MARCKS,1.5660392451754666,5.412980270054233,14.398475039555288,2.2902924300544857e-39,1.778957540992395e-38,77.89911154652376
TIGD6,0.7207116556446609,2.0905873866365474,14.396484197382232,2.336917924161453e-39,1.813831750227753e-38,78.21341575400191
PCBP2,0.6236287421370657,8.239890600131679,14.39317534102355,2.416514710706652e-39,1.8749190420750576e-38,77.99507757653362
CIT,1.8296834904786952,1.8031138702243692,14.389249737484228,2.5144615621565556e-39,1.950193360043358e-38,78.18054003537138
PLAU,1.7283108538674883,2.0416730427388727,14.386697127867343,2.580265401781049e-39,1.9997532927530396e-38,78.12178525538773
SORT1,1.869646848434079,4.729397580832685,14.385349611451828,2.6156928651437297e-39,2.0257152377069966e-38,77.77071654311432
DEDD,0.631840165161174,4.83267825147712,14.384268686303557,2.6444617175905837e-39,2.0464859784287042e-38,77.75703479662332
HLA-DQB2,2.9961087599615945,-0.9224219343061274,14.383087331729504,2.6762645205920093e-39,2.070334575543056e-38,78.35847151121773
XRCC5,0.6492552196824652,7.152601779261472,14.382226068409256,2.6996904135516748e-39,2.086919313795577e-38,77.81165111805579
SNX2,0.7703265707223945,5.151446358098615,14.36897606177103,3.0869640442979796e-39,2.380158069838123e-38,77.59950051780274
LIPA,1.1380108061333303,6.0468356073129135,14.368268706018041,3.1091304585007214e-39,2.396369431922593e-38,77.61284656595575
BECN1,0.7384688234082519,5.214660703985252,14.360495299710982,3.3634357371747e-39,2.5904745430099093e-38,77.51418188438464
UBE2Z,0.7009935907718834,5.6772169304749704,14.357430316949587,3.469316187328367e-39,2.6710428109405313e-38,77.49084474252678
PPP1R2,0.7394793702333633,4.319137957014703,14.355769686501793,3.528064732423746e-39,2.7152782548587737e-38,77.4931283301701
CXCL9,2.983214534380913,2.6512944310735964,14.352363453848398,3.6516907134642524e-39,2.8093941412047506e-38,77.68286113580744
AIMP2,1.0833230794973527,4.386584643552751,14.34670964725009,3.866498923172429e-39,2.9692167050599826e-38,77.39738985777986
SPSB2,1.223750038178392,2.3832128406410757,14.344173310791449,3.966914310214797e-39,3.045215689233969e-38,77.64255264029255
CD163L1,2.161967237812121,1.1256759796458125,14.34062726159368,4.1116794450092244e-39,3.151737349763823e-38,77.77274344522068
VAMP5,1.4009461474626512,5.029852637946184,14.339425380561252,4.1619313922245783e-39,3.1890932152824816e-38,77.30211124556084
VDAC1,0.8075621592924662,7.529385819250172,14.335304071192613,4.33894475904417e-39,3.321095363491425e-38,77.36284783417906
LYPLAL1,1.1360813710913469,4.426428875515731,14.3237355915504,4.8769624888408364e-39,3.7274688192548793e-38,77.16355460461948
SMARCB1,0.7948735694831255,5.085899237271039,14.316944124681386,5.2232942166550245e-39,3.989267215723836e-38,77.07539767011302
PLGRKT,0.9525273468168436,3.0972667765566237,14.314021503281856,5.3797823278688416e-39,4.1028165661666404e-38,77.22459803624444
RP5-1136G13.2,1.1528196355093554,1.4105188592128577,14.313535896408752,5.40623277327192e-39,4.12149208482868e-38,77.46787064374927
YWHAH,0.8471907452795762,5.9097690858534095,14.31200273803236,5.490596235121382e-39,4.1842885604591575e-38,77.04074865122905
EPS8L3,4.648027022198773,0.881136583888387,14.30917533938319,5.649634452080642e-39,4.302366656890853e-38,77.48182774337461
RP6-65G23.3,2.195920180708408,-2.7130778120462247,14.304691583689138,5.911312373061445e-39,4.5000106477495297e-38,77.65591876662671
TMEM237,1.1721771150945335,2.254301292374892,14.304295000547048,5.935031277460925e-39,4.5164297797286887e-38,77.26087060099285
FOXS1,2.5724605960516564,-0.3240620977521102,14.30269344560861,6.031786785216378e-39,4.5867348968102674e-38,77.5148435969255
RUVBL1,0.8405723132310312,4.403467282697414,14.29422674255828,6.570041324615466e-39,4.990617647048775e-38,76.86794418728097
GPR3,2.1086651607061744,-1.9803593185980364,14.294026015663091,6.583367199708671e-39,4.998932078650803e-38,77.51602004210606
LINC01116,2.839855487889363,-2.747320241816784,14.290779892092974,6.802652192454876e-39,5.163574412653768e-38,77.51780879987992
SCAMP5,2.2579491789989534,2.7111889337944186,14.288104568515871,6.98884241735593e-39,5.302986173834054e-38,77.02653943712482
CASK,1.0785533408348495,4.457975978393666,14.283573373237656,7.315857702829535e-39,5.547110445217644e-38,76.75755026278357
SUV39H1,1.0486460715930503,3.4809325448170263,14.283349888475172,7.33237566653831e-39,5.557628514049229e-38,76.85678042418569
ASNSD1,0.5827868977921025,4.744353563336208,14.281330656550796,7.483315227599076e-39,5.669988085326962e-38,76.72258825610648
TTC1,0.7753520989869589,4.970619759640928,14.277103998215225,7.809367558195711e-39,5.914898911820574e-38,76.67540010722126
RPL24,1.092011752934896,8.229952257711393,14.275581180251171,7.930280294775342e-39,6.00215052364564e-38,76.810221709907
LDHAP7,2.5796351206378083,-4.06351205481852,14.274942446611224,7.981550253242403e-39,6.036604248068065e-38,77.40360126814335
BZW2,1.1338945675043006,4.22358710272089,14.27251168839139,8.179703426892016e-39,6.18201911029194e-38,76.66222600808007
ARL2,1.2974719960200698,3.9102357366672087,14.2615901877162,9.13231613551591e-39,6.88463875786937e-38,76.58244663095661
KLHL12,0.7465692964466415,4.6058660276914,14.258098484105366,9.459623010498631e-39,7.126271954429797e-38,76.49412349229375
HLA-DRB6,3.2117897193730425,0.7308380886035766,14.25427204101716,9.831756040874505e-39,7.401303660447571e-38,76.94501484596626
NUTF2,0.8937595964811056,5.415988226897642,14.2503592565881,1.0227385422011325e-38,7.690862012835798e-38,76.40772729712748
CCDC43,0.7291187809401918,2.8042023722879335,14.247043049077837,1.0575096961478796e-38,7.949490389475274e-38,76.59883923364572
RAP2A,1.2231819925658791,4.318256443074565,14.238315178832817,1.1547611375895799e-38,8.677441206724132e-38,76.31145086795192
RFC4,1.247206125993375,3.205152366729016,14.236884957908853,1.1715270332042068e-38,8.797133456699304e-38,76.4319554792973
ELOVL1,0.793211223610788,5.260238674629891,14.236703188861988,1.1736751501351971e-38,8.8101140737275e-38,76.26882019216892
DPCD,1.2106250914525931,1.936717088511602,14.235198318993364,1.191610995673793e-38,8.93835919362024e-38,76.61282391759298
RPL23,1.0961493619843257,8.376127760554231,14.235131425769566,1.1924145791328765e-38,8.941193647100251e-38,76.41415061753588
TEX19,2.8857068938293295,-3.8736811715240553,14.232127867433205,1.2290584897253062e-38,9.206103944258418e-38,76.96991121645637
ECT2,1.9428890251336532,2.556243162181096,14.229346002777222,1.2639985585804955e-38,9.464442683018235e-38,76.46106686292735
FLVCR1,1.3812747652687043,3.0499925895028492,14.224440902733201,1.3280365106551e-38,9.940395877864957e-38,76.3318841172775
TMEM179B,0.7099708880996332,5.026053206911465,14.217213382148959,1.4283359275797074e-38,1.0683525458317874e-37,76.07314499836991
EAPP,0.7069777191969071,4.311153839363731,14.215233533462724,1.457105709419931e-38,1.0890957727739078e-37,76.08018979590396
RNFT2,2.358793492181757,-0.6847854936256529,14.213538488652798,1.4821956090579305e-38,1.1074547981872541e-37,76.64290312640517
SP6,2.3333087923150786,-1.3450800549056041,14.21264868993174,1.49553829035952e-38,1.1170266967432787e-37,76.66913160943517
DHX9,0.7930985056868067,6.063119250099757,14.211645928396974,1.5107184666235435e-38,1.1279637381619013e-37,76.03799636818954
C17orf82,2.123759475978863,-2.05863443100391,14.205215439351747,1.611784775127665e-38,1.2021418903411343e-37,76.62987633137162
TOB2P1,2.4521983349372745,-2.5607957369473398,14.20076413646,1.6856665567943268e-38,1.2563539635326915e-37,76.60841166792399
TCEB1,1.1361076938814954,5.142093075391188,14.200021930758796,1.6983099090216766e-38,1.265328237643926e-37,75.90015483820821
RP11-284F21.10,4.055393308299299,0.9756886496716891,14.19635784361991,1.7621264109493239e-38,1.3124092556442784e-37,76.33992666239612
